,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race,unrelated_column
4289,35,0,2,-3,False,True,True,False,False,0
4290,28,0,0,3,False,True,True,True,False,0
4291,28,1,0,2,False,False,False,True,False,0
4292,65,0,4,0,False,True,False,True,True,1
4293,27,0,0,-1,False,True,False,True,False,0
4294,20,1,2,2,True,False,False,True,True,0
4295,65,1,11,-1,False,True,False,True,False,1
4296,29,0,1,0,True,False,False,True,True,0
4297,63,0,7,3,False,True,False,True,False,1
4298,27,0,0,3,False,True,True,True,False,0
4299,24,0,2,0,False,False,False,True,True,1
4300,26,0,0,3,True,True,False,False,False,1
4301,30,0,0,-1,False,True,False,True,False,1
4302,32,1,0,0,True,False,False,True,False,0
4303,54,1,12,0,True,False,False,False,True,1
4304,24,1,0,7,True,False,False,True,True,0
4305,38,1,2,3,False,False,False,True,True,0
4306,29,1,3,2,True,False,False,True,False,0
4307,21,1,2,2,True,False,False,True,False,0
4308,36,0,9,-1,True,True,False,True,True,0
4309,41,1,1,0,True,False,False,True,False,0
4310,17,0,4,-1,True,False,False,True,True,0
4311,34,1,1,80,True,False,False,True,True,0
4312,47,1,1,7,True,False,False,True,False,0
4313,23,0,3,1,False,True,True,True,False,1
4314,27,1,3,3,True,False,False,True,True,1
4315,27,1,0,-1,True,False,False,True,False,0
4316,28,1,0,3,False,False,False,True,False,1
4317,68,1,4,-1,True,False,False,True,False,1
4318,21,1,5,1,True,False,False,True,True,0
4319,32,0,1,10,False,True,False,True,False,0
4320,39,0,9,0,False,True,False,True,False,1
4321,26,1,1,1,True,False,False,True,True,1
4322,27,1,3,-1,True,False,False,True,True,0
4323,17,1,2,1,True,False,False,True,False,1
4324,24,0,2,-1,True,True,False,True,False,1
4325,34,0,0,-3,False,True,False,True,False,0
4326,45,0,5,94,True,False,False,True,False,0
4327,30,0,0,1,True,False,False,True,False,0
4328,28,1,0,3,True,False,False,True,True,0
4329,50,0,0,3,False,True,True,False,False,1
4330,49,1,2,0,True,False,False,True,True,0
4331,24,0,0,3,False,False,False,True,True,1
4332,45,0,2,2,False,True,False,False,False,1
4333,71,0,7,3,False,True,True,False,False,1
4334,21,0,0,3,False,True,False,True,False,1
4335,27,1,17,2,False,False,False,True,False,1
4336,64,1,2,1,True,False,False,True,True,1
4337,50,0,8,281,True,False,False,True,True,0
4338,33,0,0,3,True,True,False,True,True,0
4339,36,0,3,2,False,True,True,True,True,0
4340,25,1,1,-1,False,True,False,True,False,0
4341,74,0,3,0,True,False,False,True,False,1
4342,21,1,1,0,True,False,False,True,True,1
4343,55,1,2,26,True,False,False,True,True,1
4344,23,0,0,-1,True,False,True,True,False,1
4345,34,0,10,3,False,True,True,False,False,0
4346,36,0,24,0,False,True,False,True,False,1
4347,33,1,3,78,True,False,False,True,True,0
4348,20,0,4,1,True,False,True,True,True,1
4349,26,0,0,-1,True,False,True,False,True,0
4350,31,1,4,36,True,False,False,True,True,1
4351,26,0,1,5,False,True,True,False,True,1
4352,30,0,4,-1,False,False,True,False,True,0
4353,63,0,4,2,True,False,False,True,False,0
4354,33,0,2,1,True,True,True,False,False,0
4355,61,1,8,0,True,False,False,True,True,1
4356,30,1,2,6,True,False,False,True,True,0
4357,46,1,2,3,False,True,False,True,False,0
4358,28,0,0,0,True,False,False,True,False,0
4359,24,1,0,2,True,False,False,True,False,0
4360,24,0,1,0,True,False,False,True,False,1
4361,20,0,2,-2,True,False,False,True,True,1
4362,24,0,0,1,False,True,False,True,False,1
4363,35,1,1,38,True,False,False,True,True,0
4364,31,0,2,1,True,False,False,True,False,1
4365,27,1,2,1,True,False,False,True,True,0
4366,30,1,0,0,False,True,False,True,False,0
4367,24,0,7,28,False,True,True,False,True,1
4368,28,1,7,2,True,False,False,True,True,1
4369,27,1,3,-1,True,False,False,False,False,1
4370,20,0,1,-1,True,False,False,True,True,1
4371,66,1,0,2,True,False,False,True,True,1
4372,34,1,0,2,False,True,False,True,False,0
4373,52,0,1,1,False,True,False,True,True,0
4374,40,0,4,2,True,True,False,True,False,0
4375,26,0,0,0,False,True,True,False,False,0
4376,29,1,3,90,True,False,False,True,False,1
4377,37,1,2,2,True,False,False,True,True,1
4378,38,0,13,1,False,True,False,False,False,1
4379,28,1,4,1,True,False,False,True,False,0
4380,24,0,0,3,False,True,True,False,False,0
4381,31,1,4,1,True,False,True,True,True,0
4382,24,0,1,77,True,True,False,True,False,1
4383,25,0,2,1,True,False,False,True,False,0
4384,28,0,0,3,False,True,True,False,False,0
4385,26,1,1,15,False,False,False,True,True,1
4386,68,1,3,1,True,False,False,False,True,1
4387,25,1,0,11,True,False,False,True,True,0
4388,44,1,2,0,True,False,False,True,False,1
4389,19,0,1,0,True,False,True,False,False,1
4390,48,0,0,-3,False,True,False,True,False,0
4391,27,1,0,1,True,False,False,True,True,0
4392,36,0,3,-2,True,False,False,True,True,1
4393,40,0,0,2,False,True,True,False,False,1
4394,24,0,0,2,False,False,False,False,False,0
4395,19,1,1,0,True,False,False,True,True,0
4396,45,0,0,18,True,False,False,True,True,1
4397,35,1,2,-2,True,False,False,True,True,0
4398,30,0,0,29,True,False,False,True,False,1
4399,18,1,0,2,True,False,False,True,False,1
4400,28,1,11,-2,False,True,False,True,False,1
4401,50,0,3,-1,True,False,False,True,True,1
4402,27,0,2,13,True,False,False,True,False,0
4403,27,1,17,2,True,False,False,True,True,0
4404,28,1,1,0,True,False,False,True,True,0
4405,16,0,1,0,False,True,False,True,False,0
4406,34,0,1,4,True,False,False,True,False,1
4407,46,0,2,2,False,True,True,False,False,1
4408,22,1,2,-1,True,False,False,True,False,1
4409,29,1,5,4,True,False,False,True,True,0
4410,26,0,1,178,True,False,False,True,True,0
4411,43,1,4,11,True,False,False,True,False,1
4412,78,0,0,2,False,True,False,True,True,1
4413,32,0,0,1,False,True,True,False,True,1
4414,33,0,0,-2,False,True,True,False,False,1
4415,22,0,2,0,True,True,False,True,False,1
4416,22,0,5,2,False,True,False,True,False,1
4417,22,0,2,2,False,True,False,True,False,1
4418,44,0,0,-3,True,True,True,True,True,1
4419,36,1,1,4,False,True,False,True,True,0
4420,74,0,0,3,False,True,False,True,False,1
4421,53,0,1,1,False,False,False,True,False,0
4422,71,0,3,18,False,True,False,True,False,0
4423,43,0,6,5,True,False,False,True,True,1
4424,41,1,2,1,False,True,False,True,True,1
4425,63,1,1,1,True,False,False,True,False,1
4426,23,1,17,-2,True,False,False,True,False,1
4427,18,1,1,-2,True,False,False,True,True,0
4428,24,1,0,2,True,False,False,True,False,1
4429,25,1,1,-2,False,False,True,False,True,1
4430,21,1,28,3,False,False,True,False,False,0
4431,38,0,2,2,True,False,False,True,True,0
4432,37,0,6,2,False,True,True,True,False,1
4433,61,0,0,-1,False,True,False,True,False,1
4434,28,0,0,4,False,True,False,True,False,0
4435,34,0,0,2,False,True,True,False,False,1
4436,23,1,2,2,True,False,False,True,True,1
4437,21,0,0,2,False,True,False,True,False,0
4438,32,1,7,87,True,False,False,True,True,0
4439,23,1,3,1,True,False,False,True,True,0
4440,27,0,8,3,True,False,False,True,True,0
4441,41,1,0,0,False,True,False,True,True,0
4442,32,1,3,0,True,False,False,True,True,0
4443,27,1,1,82,True,False,False,True,True,1
4444,55,1,2,1,True,False,False,True,False,1
4445,52,0,0,0,False,True,False,True,False,1
4446,22,0,10,0,False,True,False,True,True,1
4447,21,0,3,1,False,True,False,True,False,1
4448,49,0,1,2,True,False,True,True,True,0
4449,37,0,0,0,False,True,False,True,False,1
4450,45,0,3,2,True,True,False,True,True,0
4451,26,1,2,1,True,False,False,True,True,1
4452,36,1,2,1,False,True,False,True,False,1
4453,44,1,2,2,False,True,True,False,True,1
4454,38,1,3,7,False,False,False,True,False,1
4455,22,1,6,46,True,False,False,True,True,0
4456,25,1,0,0,False,False,True,True,True,1
4457,20,0,0,0,True,False,False,True,True,0
4458,27,1,14,289,True,True,False,True,False,0
4459,59,1,0,2,False,False,False,True,False,1
4460,36,1,5,-2,True,False,False,True,False,1
4461,27,1,0,4,True,False,False,True,True,0
4462,28,1,8,0,True,False,False,True,True,1
4463,45,1,4,13,True,False,False,True,True,0
4464,35,0,2,3,False,True,False,True,True,0
4465,19,1,9,0,True,False,False,True,True,0
4466,22,1,10,5,False,True,True,False,False,0
4467,44,1,8,4,True,False,False,True,True,0
4468,18,1,0,69,True,False,False,True,False,0
4469,49,1,4,0,True,False,False,True,True,1
4470,57,0,0,0,False,True,False,True,False,1
4471,22,0,3,3,True,False,True,False,False,0
4472,28,1,2,1,False,True,False,True,True,1
4473,24,1,7,90,True,False,False,True,True,1
4474,24,1,2,1,True,False,False,True,True,1
4475,47,0,1,12,True,True,False,False,False,1
4476,67,0,3,-1,True,True,True,True,True,1
4477,43,0,0,1,False,True,False,True,False,1
4478,30,0,7,0,True,True,False,True,False,1
4479,30,1,2,0,False,False,False,True,True,0
4480,52,0,0,0,False,True,True,True,False,1
4481,71,1,2,3,True,False,False,True,True,0
4482,48,1,1,1,True,False,False,True,True,0
4483,31,0,0,1,True,False,True,True,True,1
4484,20,0,0,-2,False,True,False,True,False,1
4485,17,0,0,0,False,True,False,True,True,1
4486,28,1,4,1,True,False,False,True,True,1
4487,29,1,2,2,True,False,False,True,False,0
4488,70,0,2,3,False,True,True,True,False,0
4489,42,0,2,4,False,False,False,True,False,1
4490,33,0,0,23,False,True,True,False,False,0
4491,23,0,2,3,False,False,False,True,False,0
4492,46,0,0,0,False,True,True,False,False,1
4493,24,0,2,-1,True,False,False,True,False,0
4494,44,0,3,27,True,False,False,True,False,1
4495,61,1,1,0,True,False,False,True,True,0
4496,43,0,12,7,True,False,False,True,False,0
4497,24,0,2,5,False,True,False,True,False,1
4498,47,1,3,48,True,False,False,True,True,0
4499,44,1,2,4,False,True,False,True,False,0
4500,51,0,1,0,False,True,True,False,False,1
4501,26,1,0,1,False,False,False,True,False,1
4502,21,0,13,3,True,True,False,True,False,1
4503,24,0,15,-5,True,True,False,True,True,1
4504,32,0,0,0,False,True,False,False,False,1
4505,28,1,2,2,True,False,False,True,False,0
4506,26,1,4,72,True,False,False,True,True,0
4507,53,1,5,17,True,False,True,False,False,0
4508,17,1,0,-2,True,False,False,True,False,0
4509,45,1,2,14,True,False,False,True,True,0
4510,24,0,8,0,False,True,False,True,True,0
4511,21,0,0,-2,False,True,False,True,False,1
4512,40,1,0,3,True,False,False,True,True,1
4513,20,1,3,56,True,False,False,True,True,0
4514,26,0,0,-2,False,True,True,False,True,1
4515,28,1,1,4,True,False,False,True,False,1
4516,35,1,5,-1,False,True,True,False,False,1
4517,64,0,3,1,True,True,False,True,False,1
4518,82,0,0,3,False,True,True,True,False,1
4519,22,0,0,2,False,True,False,True,False,1
4520,24,0,2,1,False,True,False,False,False,0
4521,31,1,0,1,False,False,False,True,False,0
4522,29,0,0,1,True,False,False,True,True,1
4523,23,0,1,27,True,False,False,True,True,0
4524,30,1,1,0,True,False,False,True,True,0
4525,26,1,0,-2,True,False,False,True,True,1
4526,34,0,2,2,True,False,False,True,False,1
4527,26,1,15,2,False,True,False,True,True,1
4528,32,1,1,25,True,False,False,True,False,0
4529,35,0,4,0,True,False,False,True,False,0
4530,58,1,2,0,True,False,False,True,True,0
4531,26,0,1,3,False,True,False,True,False,1
4532,48,0,1,3,False,True,False,True,False,1
4533,20,0,0,-3,False,True,False,True,True,0
4534,46,0,0,2,False,True,True,True,False,0
4535,22,1,2,0,True,True,False,True,False,0
4536,20,1,3,3,True,False,False,True,True,0
4537,37,0,0,-1,False,True,False,True,False,1
4538,24,0,0,2,True,False,True,False,False,0
4539,68,0,1,2,True,True,False,False,True,1
4540,53,0,2,2,False,True,False,False,False,1
4541,29,0,2,1,False,True,True,False,False,1
4542,43,1,-1,1,True,False,False,True,False,0
4543,41,1,5,-2,True,False,False,True,True,0
4544,42,0,4,1,False,True,False,False,True,0
4545,28,0,1,0,True,False,False,True,False,1
4546,25,0,3,-2,True,False,False,True,True,0
4547,24,0,3,69,False,False,True,True,False,1
4548,70,0,5,1,False,True,False,False,False,0
4549,28,1,0,1,True,False,False,True,False,1
4550,26,0,0,2,False,True,True,False,False,1
4551,31,0,0,0,False,True,True,False,False,1
4552,39,0,0,3,False,True,False,False,False,0
4553,22,1,2,0,True,False,False,True,True,0
4554,30,0,0,2,False,True,True,True,False,1
4555,47,0,2,2,True,False,False,True,True,1
4556,62,0,2,0,True,False,False,True,True,0
4557,24,0,3,3,True,True,False,True,True,0
4558,20,1,2,-3,True,False,False,True,True,0
4559,29,0,0,-1,False,True,True,True,False,1
4560,71,1,0,4,True,False,False,True,True,0
4561,27,1,1,9,True,False,False,True,True,1
4562,71,0,1,3,False,True,True,False,False,1
4563,25,0,2,37,False,True,False,True,True,1
4564,59,1,4,14,True,False,False,True,True,0
4565,21,0,0,3,True,True,False,True,False,0
4566,42,0,3,3,False,True,True,False,False,1
4567,22,1,4,14,True,False,False,True,False,0
4568,76,0,1,1,False,True,True,False,False,0
4569,77,0,5,3,True,True,True,True,False,0
4570,21,1,0,0,True,True,False,True,False,1
4571,32,1,4,-1,True,False,False,True,False,1
4572,28,1,3,3,True,False,False,True,False,0
4573,20,1,0,19,False,False,False,True,True,0
4574,28,0,0,-2,False,True,True,True,False,1
4575,23,1,2,18,True,False,False,True,True,0
4576,53,0,10,26,False,True,False,True,True,0
4577,21,1,10,-1,True,False,False,True,True,1
4578,40,0,0,3,False,False,True,False,False,0
4579,42,0,0,-1,False,True,False,True,False,1
4580,26,1,4,-1,True,False,True,True,True,0
4581,28,0,13,3,True,False,False,True,True,0
4582,19,0,8,-1,False,True,False,True,True,1
4583,40,1,0,2,True,False,False,True,True,0
4584,22,0,1,2,False,True,True,False,False,1
4585,20,0,2,3,True,False,False,True,True,1
4586,49,1,1,-2,True,False,False,True,True,1
4587,23,1,3,16,True,False,True,True,False,0
4588,31,1,2,1,True,False,False,True,False,0
4589,24,0,6,2,True,False,False,True,True,0
4590,22,1,9,3,True,False,False,True,True,0
4591,25,1,2,3,True,False,True,False,True,1
4592,37,0,2,13,True,False,False,True,False,0
4593,35,1,0,2,False,True,False,False,False,1
4594,39,0,1,2,False,True,True,False,False,0
4595,26,0,1,1,True,False,False,True,True,1
4596,45,0,0,3,False,False,False,True,False,0
4597,26,0,2,8,False,True,False,True,False,1
4598,31,1,4,55,True,False,False,True,False,1
4599,31,0,10,3,False,True,False,True,False,1
4600,35,0,5,2,False,True,True,False,False,0
4601,28,1,1,2,True,False,False,True,False,1
4602,29,0,2,4,True,False,False,True,False,1
4603,24,1,10,0,True,False,False,True,True,1
4604,48,1,1,3,True,False,False,True,True,1
4605,28,1,0,4,True,False,False,True,True,0
4606,28,0,11,1,True,False,False,True,True,0
4607,37,1,3,2,True,False,True,True,True,1
4608,74,0,9,4,True,False,False,True,False,1
4609,49,0,3,3,False,True,False,True,False,1
4610,31,1,2,34,True,True,False,True,False,1
4611,30,0,0,1,False,True,False,True,True,1
4612,44,0,1,4,True,False,False,True,True,0
4613,22,1,0,-3,True,False,False,True,True,1
4614,26,1,1,2,True,False,True,True,False,1
4615,52,1,0,3,False,True,True,True,False,0
4616,28,0,13,142,False,False,False,True,True,1
4617,48,0,6,2,True,False,False,True,False,1
4618,41,1,0,30,True,False,False,True,True,0
4619,56,0,3,1,True,False,False,True,True,0
4620,25,1,5,-1,True,False,False,True,True,1
4621,24,1,0,3,True,False,False,True,False,1
4622,23,1,6,-1,False,True,True,False,True,1
4623,22,0,5,-1,True,False,False,True,False,0
4624,56,0,0,34,False,True,False,True,True,1
4625,60,1,2,3,True,False,False,True,False,1
4626,27,1,1,2,True,False,False,True,True,1
4627,53,1,3,1,True,True,False,True,True,0
4628,28,0,0,2,True,False,True,False,False,1
4629,36,0,0,-2,True,False,True,False,True,1
4630,27,0,2,20,True,True,False,True,True,0
4631,43,0,1,-1,True,False,False,True,False,0
4632,20,0,2,0,True,False,False,True,True,0
4633,35,0,0,-1,False,True,False,True,False,0
4634,45,0,0,3,False,True,True,True,False,1
4635,28,1,2,21,True,False,False,True,True,1
4636,38,1,1,13,True,False,False,True,True,0
4637,33,0,0,-1,False,True,True,False,False,1
4638,31,0,7,3,False,False,False,True,True,0
4639,45,1,1,3,False,True,False,True,True,0
4640,28,0,0,1,False,True,False,False,False,1
4641,31,0,0,4,False,False,True,True,True,0
4642,22,1,2,3,True,False,False,True,True,1
4643,30,0,1,1,False,True,False,False,True,0
4644,28,1,13,1,True,False,False,True,True,0
4645,45,0,0,0,False,True,False,True,False,1
4646,26,0,0,1,False,True,True,False,False,0
4647,58,1,0,91,True,False,False,True,False,0
4648,25,1,4,0,True,False,False,True,False,0
4649,64,0,2,3,False,True,True,False,False,1
4650,45,0,24,3,True,False,False,True,False,1
4651,22,0,0,1,False,True,True,False,False,1
4652,51,1,9,2,True,True,True,True,False,1
4653,20,1,3,0,True,False,False,True,True,1
4654,34,1,2,3,True,False,False,True,True,0
4655,20,1,3,13,True,False,False,True,True,0
4656,51,0,9,-1,False,True,False,True,True,0
4657,27,0,0,3,True,False,False,True,False,1
4658,27,1,17,129,True,False,False,True,True,1
4659,47,1,5,69,True,False,False,True,False,0
4660,72,0,1,3,False,True,False,True,False,1
4661,24,0,1,-2,False,True,False,False,True,0
4662,50,0,5,0,True,False,False,True,False,1
4663,53,0,0,1,False,False,False,True,False,0
4664,42,0,4,20,False,False,False,True,False,0
4665,35,0,4,1,True,False,False,True,False,0
4666,28,0,1,0,True,False,False,True,True,0
4667,18,1,14,61,True,False,False,True,True,0
4668,19,1,5,-2,True,False,True,False,False,0
4669,32,0,0,0,False,False,False,True,True,1
4670,21,0,19,2,False,True,True,True,False,0
4671,24,0,0,1,True,False,False,True,True,0
4672,46,0,2,4,True,False,False,True,False,0
4673,32,1,2,3,True,False,False,True,False,1
4674,44,1,34,4,False,False,False,True,True,1
4675,23,0,7,36,True,True,True,False,False,1
4676,27,0,0,2,True,True,True,False,False,0
4677,27,0,0,1,False,True,False,True,True,0
4678,47,0,10,1,True,False,False,True,False,1
4679,39,0,0,0,False,True,True,False,False,1
4680,25,0,0,1,False,True,False,True,False,0
4681,31,1,0,1,False,True,False,True,True,0
4682,23,1,4,1,True,True,True,False,False,1
4683,42,1,0,4,True,False,False,True,False,1
4684,50,0,0,3,False,False,False,True,False,1
4685,52,1,4,1,True,False,False,True,False,0
4686,42,0,0,1,False,True,False,True,False,0
4687,86,1,1,0,True,False,False,True,True,0
4688,23,0,1,2,False,True,True,False,False,1
4689,35,0,9,2,True,False,False,True,False,0
4690,22,1,7,17,True,False,False,True,True,1
4691,80,0,0,2,False,True,False,True,False,1
4692,27,0,2,59,True,False,False,True,False,0
4693,26,0,9,7,False,True,True,True,False,0
4694,46,1,0,16,True,False,False,True,True,0
4695,26,1,4,-1,True,False,False,True,False,1
4696,29,1,1,2,True,False,False,True,True,0
4697,38,0,2,18,True,False,False,True,False,0
4698,37,0,4,4,False,True,False,True,False,1
4699,44,0,1,18,True,True,False,True,True,0
4700,37,0,4,-1,True,True,False,True,False,0
4701,27,1,1,2,True,False,False,True,False,0
4702,50,0,0,2,False,True,False,False,False,1
4703,47,1,2,1,False,True,True,False,False,1
4704,28,0,1,-1,False,True,True,False,False,0
4705,21,1,4,-1,True,False,False,True,False,1
4706,64,1,1,85,True,False,False,True,True,1
4707,33,1,0,2,True,False,False,True,True,0
4708,34,0,0,0,False,False,False,True,False,1
4709,17,0,2,3,False,True,False,True,False,0
4710,27,0,0,1,False,True,True,False,False,0
4711,20,0,2,1,True,True,True,False,False,0
4712,55,0,0,1,False,True,False,True,False,1
4713,32,1,1,-2,True,False,False,True,True,1
4714,59,0,3,3,False,True,False,True,True,1
4715,20,0,0,-1,False,False,False,True,False,1
4716,40,0,0,1,False,True,True,True,False,1
4717,31,0,0,4,False,True,True,False,False,1
4718,36,1,3,3,True,False,False,True,False,1
4719,50,0,10,1,False,True,True,False,False,1
4720,49,0,3,1,False,True,True,False,True,0
4721,36,0,2,-1,True,False,True,False,True,1
4722,54,1,4,16,True,False,False,True,True,0
4723,43,1,1,3,True,False,False,False,False,0
4724,27,0,2,1,False,True,True,False,False,1
4725,49,0,0,1,False,True,False,True,False,1
4726,35,1,3,30,True,False,False,True,False,1
4727,20,0,2,0,True,False,True,True,False,0
4728,69,0,0,-1,False,True,True,False,False,0
4729,68,1,5,3,True,False,False,True,True,0
4730,32,0,0,-1,False,True,True,True,False,0
4731,80,0,0,2,True,False,False,True,False,1
4732,44,1,9,4,False,True,True,False,False,0
4733,31,0,0,-1,False,True,False,True,False,0
4734,22,0,1,1,True,True,False,True,False,1
4735,29,1,6,0,True,False,False,True,True,1
4736,28,1,4,-2,True,False,False,True,True,0
4737,22,0,2,0,False,True,True,False,False,1
4738,35,1,0,0,True,False,False,True,False,1
4739,53,1,0,1,False,True,True,False,True,0
4740,36,1,1,3,True,False,False,True,True,0
4741,22,0,0,1,True,False,False,True,False,0
4742,34,1,4,3,True,False,False,True,False,1
4743,40,0,3,0,False,True,True,False,False,0
4744,26,0,1,4,False,True,True,False,True,0
4745,62,0,0,1,False,True,True,False,False,0
4746,37,0,1,2,False,False,False,True,False,0
4747,29,0,1,-1,True,False,False,False,False,1
4748,24,0,1,0,False,True,True,False,False,0
4749,41,1,4,-1,True,False,False,True,False,1
4750,26,0,0,0,False,True,False,False,True,1
4751,32,1,0,2,False,True,True,True,False,1
4752,54,1,3,1,True,False,False,True,False,1
4753,28,1,5,3,True,False,False,True,True,0
4754,51,0,1,1,False,False,False,True,True,0
4755,27,1,4,14,False,False,False,True,True,0
4756,46,0,1,2,True,False,False,True,True,0
4757,35,0,1,0,False,True,True,True,False,1
4758,44,0,1,13,True,False,False,True,False,0
4759,29,1,0,15,True,False,False,True,True,1
4760,41,0,0,2,False,True,True,True,False,1
4761,43,0,2,-1,True,False,False,True,True,1
4762,53,0,2,2,False,True,False,True,True,1
4763,22,0,3,-2,False,True,False,True,False,1
4764,26,0,2,4,False,True,False,True,False,1
4765,24,1,1,1,True,False,False,True,True,1
4766,48,1,0,3,True,False,False,True,False,1
4767,23,1,1,3,True,False,False,True,False,0
4768,33,0,2,-2,True,False,False,True,True,0
4769,23,1,1,-4,True,False,False,True,True,1
4770,32,0,2,-1,False,True,True,True,False,1
4771,35,0,0,0,False,True,True,False,False,0
4772,22,1,0,1,True,False,True,False,False,1
4773,72,1,4,1,True,False,False,True,False,0
4774,16,1,6,2,True,False,False,True,True,0
4775,45,0,5,2,True,False,False,True,True,1
4776,24,0,16,3,False,False,False,True,True,0
4777,30,0,2,1,True,True,False,True,False,1
4778,23,1,6,-3,True,False,False,True,True,0
4779,42,0,12,3,False,True,False,True,False,1
4780,36,1,3,57,False,True,False,False,False,0
4781,38,1,6,8,True,False,False,True,True,1
4782,37,0,0,2,False,True,True,True,False,1
4783,27,0,0,-3,False,True,False,True,False,0
4784,32,1,2,3,False,True,False,True,False,1
4785,34,0,0,2,False,True,True,False,False,1
4786,36,0,0,-1,False,True,True,False,False,1
4787,25,0,0,2,False,True,False,True,False,1
4788,34,1,3,-1,True,False,False,True,False,0
4789,44,0,0,4,False,True,False,False,False,0
4790,25,0,3,1,True,False,True,False,True,0
4791,38,1,0,3,True,False,False,True,True,0
4792,28,1,2,-1,True,False,False,True,False,0
4793,36,0,0,4,False,True,True,False,False,1
4794,69,0,0,3,True,False,False,True,False,1
4795,32,1,1,0,True,False,False,True,True,1
4796,23,1,2,-2,True,False,False,True,True,0
4797,19,0,2,0,True,False,False,True,True,1
4798,81,0,6,2,False,True,False,True,False,0
4799,41,1,1,4,True,False,False,True,False,0
4800,33,0,13,0,False,True,True,True,False,0
4801,36,1,1,2,True,False,False,True,False,0
4802,19,1,0,12,True,False,False,True,True,0
4803,41,0,0,1,False,True,False,False,False,0
4804,21,0,2,1,True,False,False,True,False,1
4805,40,0,3,0,False,True,True,False,False,1
4806,87,1,0,45,True,False,False,True,False,1
4807,35,0,0,4,False,True,True,False,False,0
4808,24,0,3,3,False,False,True,True,True,1
4809,23,0,0,2,True,False,False,True,True,0
4810,27,1,2,1,True,False,True,False,True,1
4811,31,0,4,3,False,True,True,True,False,0
4812,21,0,2,2,True,True,False,True,True,0
4813,33,0,0,2,False,True,True,False,False,1
4814,24,0,0,-2,False,True,True,True,False,1
4815,25,1,4,-1,True,False,False,True,False,1
4816,25,0,0,-1,False,True,True,False,False,1
4817,28,0,4,4,False,True,True,False,False,0
4818,64,0,0,9,True,False,False,True,False,1
4819,71,0,8,1,True,False,False,True,True,0
4820,32,1,1,7,True,False,False,True,True,0
4821,26,0,5,2,True,True,False,False,False,1
4822,34,0,0,3,False,True,False,True,False,1
4823,29,1,1,4,True,False,False,True,True,0
4824,33,0,0,-2,False,True,False,True,False,0
4825,23,1,1,0,True,False,False,True,True,1
4826,21,0,3,-1,False,False,False,False,True,0
4827,33,0,0,3,False,False,False,True,True,1
4828,21,0,4,1,True,True,True,False,False,1
4829,67,1,1,55,True,False,True,True,False,1
4830,25,0,2,2,True,True,False,True,False,1
4831,40,1,2,2,False,True,False,True,False,1
4832,64,0,0,4,False,True,True,False,False,1
4833,25,0,0,-2,False,True,False,True,False,0
4834,20,0,8,1,True,False,False,True,False,1
4835,32,0,3,2,True,False,False,True,False,0
4836,65,0,0,3,False,True,False,True,False,1
4837,27,0,0,1,True,False,False,True,False,1
4838,25,1,3,0,True,True,False,True,True,1
4839,22,1,11,41,True,False,False,True,True,0
4840,27,0,0,4,False,True,True,True,True,1
4841,36,0,1,0,False,False,True,False,True,1
4842,29,1,0,3,False,True,True,False,False,1
4843,20,1,0,1,True,False,False,True,True,1
4844,25,1,8,-1,True,False,False,True,False,1
4845,66,0,1,4,False,True,False,True,False,0
4846,27,0,0,1,False,True,False,True,False,1
4847,55,0,1,0,False,True,False,True,True,1
4848,29,1,7,15,False,False,False,True,False,1
4849,31,0,2,2,False,True,False,True,True,1
4850,69,0,1,0,True,True,False,True,True,1
4851,24,1,5,40,True,False,False,True,True,0
4852,31,1,3,0,True,False,False,True,True,1
4853,72,0,2,-2,False,False,False,True,True,1
4854,35,1,0,2,True,False,False,True,True,1
4855,23,1,2,8,True,False,False,True,False,1
4856,40,0,2,1,True,True,False,True,False,1
4857,27,0,0,3,True,False,False,True,True,0
4858,22,0,0,1,False,True,False,True,False,1
4859,45,0,1,65,True,False,False,True,True,1
4860,63,0,0,-2,False,True,False,False,False,1
4861,21,1,1,0,True,False,False,True,True,0
4862,43,0,2,4,True,False,False,True,True,0
4863,35,0,3,39,True,True,False,True,False,0
4864,34,0,0,1,False,True,True,False,False,1
4865,38,0,2,95,True,False,False,True,True,0
4866,71,1,3,3,True,False,False,True,False,1
4867,26,1,2,2,True,False,False,True,False,1
4868,24,1,2,4,True,False,False,True,True,0
4869,51,1,8,1,True,False,False,True,False,1
4870,24,1,0,1,True,False,False,True,False,0
4871,58,1,2,-2,True,False,False,True,True,0
4872,25,0,2,-3,True,False,False,True,True,0
4873,31,1,3,0,True,False,False,False,False,1
4874,47,1,1,9,True,False,False,True,False,0
4875,38,0,2,0,True,False,False,True,False,1
4876,20,0,2,12,False,False,False,True,False,0
4877,35,1,23,1,True,False,False,True,False,1
4878,37,0,1,3,False,True,False,True,False,1
4879,32,1,16,18,True,False,False,True,False,0
4880,58,1,2,1,True,True,False,True,True,1
4881,72,1,3,2,False,False,False,True,False,1
4882,28,1,2,3,True,False,False,True,True,0
4883,29,0,0,1,False,True,False,True,False,1
4884,26,0,0,0,False,True,True,True,False,1
4885,23,1,2,17,True,False,False,True,False,0
4886,44,0,1,3,False,True,True,True,False,1
4887,26,0,0,1,False,True,False,False,False,1
4888,16,1,2,3,True,False,False,True,False,0
4889,35,0,12,0,True,False,False,True,True,0
